FirstLastTeam,ID,First Intial,First Name,Last Name,Team,DvP Position,Position,Height,Weight
TXerriNME,537,T,Tristan,Xerri,NME,Ruck,RU,,
TCampbellNME,758,T,Tom,Campbell,NME,Ruck,RU,,
TThomasNME,859,T,Tarryn,Thomas,NME,MF,MID,,
TWilkinsonNME,860,T,Tom,Wilkinson,NME,GenF,FWD,,
TMcKenzieNME,861,T,Tom,McKenzie,NME,Mid,MID,,
WWalkerNME,538,W,Will,Walker,NME,MF,MID,,
AJohnsonPOR,539,A,Aidyn,Johnson,POR,GenD,DEF,,
BEbertPOR,540,B,Brad,Ebert,POR,Mid,MID,,
BWoodcockPOR,817,B,Boyd,Woodcock,POR,Mid,MID,,
CSutcliffePOR,237,C,Cameron,Sutcliffe,POR,GenD,DEF,,
CDixonPOR,542,C,Charlie,Dixon,POR,KeyF,FWD,200,108
CHewettPOR,543,C,Cameron,Hewett,POR,Mid,MID,,
CRozeePOR,818,C,Connor,Rozee,POR,GenF,FWD,,
DBarryPOR,545,D,Dom,Barry,POR,Mid,MID,,
DB-JonesPOR,546,D,Darcy,Byrne-Jones,POR,GenD,DEF,,
DHoustonPOR,547,D,Daniel,Houston,POR,GenD,DEF,,
DHowardPOR,548,D,Dougal,Howard,POR,KeyD,DEF,,
EIrraPOR,549,E,Emmanuel,Irra,POR,Mid,MID,,
HHartlettPOR,550,H,Hamish,Hartlett,POR,GenD,DEF,,
JAtleyPOR,551,J,Joe,Atley,POR,Mid,MID,,
JGarnerPOR,552,J,Joel,Garner,POR,GenD,DEF,,
JLienertPOR,554,J,Jarrod,Lienert,POR,GenD,DEF,,
JNeadePOR,555,J,Jake,Neade,POR,GenF,FWD,,
JPatmorePOR,556,J,Jake,Patmore,POR,Mid,MID,,
JToumpasPOR,559,J,Jimmy,Toumpas,POR,Mid,MID,,
JTrengovePOR,560,J,Jack,Trengove,POR,Mid,MID,,
JWattsPOR,561,J,Jack,Watts,POR,GenF,FWD,,
JWesthoffPOR,562,J,Justin,Westhoff,POR,GenF,FWD,,
KAmonPOR,563,K,Karl,Amon,POR,Mid,MID,,
KFarrellPOR,564,K,Kane,Farrell,POR,GenF,FWD,,
KPudneyPOR,819,K,Kai,Pudney,POR,Mid,MID,,
LThomasPOR,565,L,Lindsay,Thomas,POR,GenF,FWD,,
MBroadbentPOR,566,M,Matthew,Broadbent,POR,GenD,DEF,,
MFrederickPOR,820,M,Martin,Frederick,POR,GenD,DEF,,
OWinesPOR,567,O,Ollie,Wines,POR,Mid,MID,,
PLadhamsPOR,568,P,Peter,Ladhams,POR,Ruck,RU,,
PRyderPOR,569,P,Patrick,Ryder,POR,Ruck,RU,,
RBurtonPOR,440,R,Ryan,Burton,POR,GenD,DEF,,
RBonnerPOR,570,R,Riley,Bonner,POR,GenD,DEF,,
RGrayPOR,571,R,Robbie,Gray,POR,MF,FWD,,
RGrundyPOR,821,R,Riley,Grundy,POR,KeyD,DEF,,
SMayesPOR,85,S,Sam,Mayes,POR,GenD,DEF,,
SGrayPOR,572,S,Sam,Gray,POR,GenF,FWD,,
SHayesPOR,573,S,Sam,Hayes,POR,Ruck,RU,,
SMotlopPOR,574,S,Steven,Motlop,POR,MF,MID,,
SP-PepperPOR,575,S,Sam,Powell-Pepper,POR,Mid,MID,,
SLycettPOR,802,S,Scott,Lycett,POR,Ruck,RU,,
TBoakPOR,576,T,Travis,Boak,POR,Mid,FWD,,
TClureyPOR,577,T,Tom,Clurey,POR,KeyD,DEF,,
TJonasPOR,578,T,Tom,Jonas,POR,KeyD,DEF,,
TMarshallPOR,579,T,Todd,Marshall,POR,KeyF,FWD,198,90
TMcKenziePOR,580,T,Trent,McKenzie,POR,GenD,DEF,,
TRockliffPOR,581,T,Tom,Rockliff,POR,Mid,MID,,
TCoxPOR,822,T,Tobin,Cox,POR,GenF,FWD,,
BFramptonPOR,541,W,William,Frampton,POR,Ruck,RU,,
WDrewPOR,582,W,Willem,Drew,POR,Mid,MID,,
XDuursmaPOR,823,X,Xavier,Duursma,POR,GenD,MID,,
ZButtersPOR,824,Z,Zak,Butters,POR,Mid,MID,,
ARanceRIC,585,A,Alex,Rance,RIC,KeyD,DEF,,
BEllisRIC,586,B,Brandon,Ellis,RIC,GenD,DEF,,
BGriffithsRIC,587,B,Ben,Griffths,RIC,KeyF,FWD,,
BHouliRIC,588,B,Bachar,Houli,RIC,GenD,Def,,
BMillerRIC,589,B,Ben,Miller,RIC,Ruck,RU,,
CC-JonesRIC,590,C,Callum,Coleman-Jones,RIC,Ruck,RU,,
CMenadueRIC,592,C,Connor,Menadue,RIC,GenD,FWD,,
CMooreRIC,593,C,Callum,Moore,RIC,GenF,MID,,
DAstburyRIC,594,D,David,Astbury,RIC,KeyD,DEF,,
DButlerRIC,595,D,Daniel,Butler,RIC,GenF,FWD,,
DE-SmithRIC,596,D,Derek,Eggmolesse-Smith,RIC,GenD,DEF,,
DGrimesRIC,597,D,Dylan,Grimes,RIC,KeyD,DEF,,
DMartinRIC,598,D,Dustin,Martin,RIC,Mid,MID,,
DPrestiaRIC,599,D,Dion,Prestia,RIC,Mid,MID,,
DRioliRIC,600,D,Daniel,Rioli,RIC,GenF,FWD,,
FTurnerRIC,917,F,Fraser,Turner,RIC,Mid,MID,,
ISoldoRIC,601,I,Ivan,Soldo,RIC,Ruck,RU,,
JCaddyRIC,602,J,Josh,Caddy,RIC,MF,FWD,,
JCastagnaRIC,603,J,Jason,Castagna,RIC,GenF,FWD,,
JGrahamRIC,604,J,Jack,Graham,RIC,Mid,MID,,
JHigginsRIC,605,J,Jack,Higgins,RIC,MF,MID,,
JRiewoldtRIC,606,J,Jack,Riewoldt,RIC,KeyF,FWD,193,92
JShortRIC,607,J,Jayden,Short,RIC,GenD,DEF,,
JTownsendRIC,608,J,Jacob,Townsend,RIC,GenF,FWD,,
JRossRIC,918,J,Jack,Ross,RIC,Mid,MID,,
JAartsRIC,919,J,Jake,Aarts,RIC,GenF,FWD,,
KLambertRIC,609,K,Kane,Lambert,RIC,MF,MID,,
KMcintoshRIC,610,K,Kamdyn,McIntosh,RIC,Mid,MID,,
LBakerRIC,611,L,Liam,Baker,RIC,GenF,FWD,,
LEnglishRIC,920,L,Luke,English,RIC,GenF,MID,,
MCholRIC,612,M,Mabior,Chol,RIC,KeyF,RU,,
MWellerRIC,660,M,Maverick,Weller,RIC,MF,FWD,,
MPickettRIC,950,M,Marlion,Pickett,RIC,Mid,MID,,
NBaltaRIC,613,N,Noah,Balta,RIC,KeyF,FWD,194,94
NBroadRIC,614,N,Nathan,Broad,RIC,GenD,DEF,,
NDrummondRIC,615,N,Nathan,Drummond,RIC,GenD,DEF,,
NVlastuinRIC,616,N,Nick,Vlastuin,RIC,GenD,DEF,,
OMarkovRIC,617,O,Oleg,Markov,RIC,GenF,FWD,,
PNaishRIC,620,P,Patrick,Naish,RIC,GenF,FWD,,
RGarthwaiteRIC,619,R,Ryan,Garthwaite,RIC,MF,FWD,,
RCollier-DawkinsRIC,921,R,Riley,Collier-Dawkins,RIC,GenD,MID,,
SBoltonRIC,621,S,Shai,Bolton,RIC,GenF,FWD,,
SEdwardsRIC,622,S,Shane,Edwards,RIC,MF,MID,,
SGriggRIC,623,S,Shaun,Grigg,RIC,Mid,MID,,
SHampsonRIC,624,S,Shaun,Hampson,RIC,Ruck,RU,,
SStackRIC,922,S,Sydney,Stack,RIC,Mid,MID,,
TLynchRIC,310,T,Tom,Lynch,RIC,KeyF,FWD,199,99
TCotchinRIC,626,T,Trent,Cotchin,RIC,Mid,MID,,
TNankervisRIC,627,T,Toby,Nankervis,RIC,Ruck,RU,,
BAcresSTK,629,B,Blake,Acres,STK,MF,MID,,
BLongSTK,630,B,Ben,Long,STK,GenF,FWD,,
BLongerSTK,631,B,Billy,Longer,STK,Ruck,RU,,
BPatonSTK,632,B,Ben,Paton,STK,GenD,DEF,,
BRiceSTK,633,B,Bailey,Rice,STK,GenD,DEF,,
BWhiteSTK,634,B,Brandon,White,STK,GenD,DEF,,
CWilkieSTK,862,C,Callum,Wilkie,STK,GenD,DEF,,
DKentSTK,464,D,Dean,Kent,STK,GenF,FWD,,
DArmitageSTK,635,D,David,Armitage,STK,Mid,MID,,
DJoyceSTK,636,D,Darragh,Joyce,STK,KeyD,DEF,,
DLanglandsSTK,637,D,Doulton,Langlands,STK,GenF,DEF,,
DMcKenzieSTK,638,D,Daniel,McKenzie,STK,GenD,MID,,
DRobertonSTK,640,D,Dylan,Roberton,STK,GenD,DEF,,
DHanneberySTK,682,D,Dan,Hannebery,STK,Mid,MID,,
EPhillipsSTK,641,E,Ed,Phillips,STK,Mid,MID,,
HClarkSTK,642,H,Hunter,Clark,STK,Mid,MID,,
JBattleSTK,644,J,Josh,Battle,STK,GenD,FWD,,
JBillingsSTK,645,J,Jack,Billings,STK,MF,FWD,,
JBruceSTK,646,J,Josh,Bruce,STK,KeyF,FWD,197,102
JCarlisleSTK,647,J,Jake,Carlisle,STK,KeyD,DEF,,
JGearySTK,648,J,Jarryn,Geary,STK,GenD,DEF,,
JGreshamSTK,649,J,Jade,Gresham,STK,MF,MID,,
JLonieSTK,650,J,Jack,Lonie,STK,GenF,FWD,,
JNewnesSTK,651,J,Jack,Newnes,STK,Mid,MID,,
JSinclairSTK,652,J,Jack,Sinclair,STK,MF,FWD,,
JSteeleSTK,653,J,Jack,Steele,STK,Mid,MID,,
JStevenSTK,654,J,Jack,Steven,STK,Mid,MID,,
JWebsterSTK,655,J,Jimmy,Webster,STK,GenD,DEF,,
JMarshSTK,861,J,Jonathon,Marsh,STK,KeyD,DEF,,
JBytelSTK,863,J,Jack,Bytel,STK,Mid,MID,,
JMayoSTK,941,J,Jack,Mayo,STK,GenF,FWD,,
KStevensSTK,656,K,Koby,Stevens,STK,Mid,MID,,
LAustinSTK,657,L,Logan,Austin,STK,KeyD,DEF,,
LDunstanSTK,658,L,Luke,Dunstan,STK,Mid,MID,,
LPierceSTK,659,L,Lewis,Pierce,STK,Ruck,RU,,
MParkerSTK,864,M,Matthew,Parker,STK,GenF,FWD,,
MKingSTK,865,M,Max,King,STK,KeyF,FWD,203,90
NBrownSTK,661,N,Nathan,Brown,STK,KeyD,DEF,,
NCoffieldSTK,662,N,Nicholas,Coffield,STK,GenD,MID,,
NFreemanSTK,663,N,Nathan,Freeman,STK,Mid,MID,,
NWrightSTK,664,N,Nathan,Wright,STK,GenD,DEF,,
NHindSTK,866,N,Nick,Hind,STK,GenD,MID,,
OClavarinoSTK,665,O,Oscar,Clavarino,STK,KeyD,DEF,,
PMcCartinSTK,666,P,Paddy,McCartin,STK,KeyF,FWD,194,100
RConnellanSTK,667,R,Ray,Connellan,STK,Mid,MID,,
RMarshallSTK,668,R,Rowan,Marshall,STK,Ruck,FWD,,
RYoungSTK,867,R,Robert,Young,STK,GenF,FWD,,
SGilbertSTK,669,S,Sam,Gilbert,STK,GenD,DEF,,
SRossSTK,670,S,Sebastian,Ross,STK,Mid,MID,,
SSavageSTK,671,S,Shane,Savage,STK,GenD,DEF,,
SAlabakisSTK,868,S,Sam,Alabakis,STK,Ruck,RU,,
TMembreySTK,673,T,Tim,Membrey,STK,KeyF,FWD,188,89
AAliirSYD,674,A,Aliir,Aliir,SYD,KeyD,DEF,,
AJohnsonSYD,675,A,Alex,Johnson,SYD,Mid,MID,,
AStylesSYD,676,A,Angus,Styles,SYD,GenD,DEF,,
BRonkeSYD,677,B,Ben,Ronke,SYD,GenF,FWD,,
CMillsSYD,678,C,Callum,Mills,SYD,GenD,DEF,,
CO'RiordanSYD,679,C,Colin,O'Riordan,SYD,GenD,DEF,,
CSinclairSYD,680,C,Callum,Sinclair,SYD,Ruck,RU,,
CHirstSYD,946,C,Cody,Hirst,SYD,Mid,MID,,
DMenzelSYD,320,D,Daniel,Menzel,SYD,GenF,FWD,,
DCameronSYD,681,D,Darcy,Cameron,SYD,Ruck,RU,,
DRampeSYD,683,D,Dane,Rampe,SYD,GenD,DEF,,
DRobinsonSYD,684,D,Daniel,Robinson,SYD,GenF,FWD,,
DTowersSYD,685,D,Dean,Towers,SYD,GenF,FWD,,
DTuckerSYD,891,D,Durak,Tucker,SYD,GenD,DEF,,
GHewettSYD,686,G,George,Hewett,SYD,Mid,MID,,
HCunninghamSYD,688,H,Harry,Cunningham,SYD,GenD,FWD,,
HGrundySYD,689,H,Heath,Grundy,SYD,GenD,DEF,,
HMarshSYD,690,H,Harry,Marsh,SYD,GenD,DEF,,
HReynoldsSYD,892,H,Harry,Reynolds,SYD,KeyD,DEF,,
HMcLeanSYD,951,H,Hayden,McLean,SYD,Ruck,FWD,,
IHeeneySYD,691,I,Isaac,Heeney,SYD,Mid,MID,,
JThurlowSYD,334,J,Jackson,Thurlow,SYD,GenD,MID,,
JAmarteySYD,692,J,Joel,Amartey,SYD,Ruck,RU,,
JBellSYD,693,J,James,Bell,SYD,Mid,MID,,
JBrownSYD,694,J,Jake,Brown,SYD,Mid,MID,,
JDawsonSYD,695,J,Jordan,Dawson,SYD,GenD,FWD,,
JFooteSYD,696,J,Jordan,Foote,SYD,Mid,MID,,
JKennedySYD,697,J,Josh,Kennedy,SYD,Mid,MID,,
JLloydSYD,698,J,Jake,Lloyd,SYD,GenD,DEF,,
JMaibaumSYD,699,J,Jack,Maibaum,SYD,KeyD,DEF,,
JMcVeighSYD,700,J,Jarrad,McVeigh,SYD,GenD,DEF,,
JRoseSYD,701,J,James,Rose,SYD,GenF,FWD,,
JRowbottomSYD,893,J,James,Rowbottom,SYD,Mid,MID,,
JMcinerneySYD,894,J,Justin,McInerney,SYD,GenD,DEF,,
KJackSYD,702,K,Kieren,Jack,SYD,Mid,MID,,
KTippettSYD,703,K,Kurt,Tippett,SYD,KeyF,FWD,202,106
LFranklinSYD,704,L,Lance,Franklin,SYD,KeyF,FWD,199,107
LMelicanSYD,705,L,Lewis,Melican,SYD,KeyD,DEF,,
LParkerSYD,706,L,Luke,Parker,SYD,MF,MID,,
MLingSYD,707,M,Matthew,Ling,SYD,GenD,DEF,,
MLingSYD,895,M,Matthew,Ling,SYD,GenD,DEF,,
MKnollSYD,945,M,Michael,Knoll,SYD,Ruck,RU,,
NSmithSYD,709,N,Nick,Smith,SYD,GenD,DEF,,
NBlakeySYD,896,N,Nick,Blakey,SYD,GenF,FWD,,
OFlorentSYD,710,O,Oliver,Florent,SYD,MF,MID,,
RClarkeSYD,525,R,Ryan,Clarke,SYD,GenD,DEF,,
RFoxSYD,711,R,Robbie,Fox,SYD,GenF,DEF,,
RStoddartSYD,712,R,Ryley,Stoddart,SYD,GenD,DEF,,
SNaismithSYD,713,S,Sam,Naismith,SYD,Ruck,S. Naismith,,
SReidSYD,714,S,Sam,Reid,SYD,KeyF,FWD,196,100
SWicksSYD,897,S,Samuel,Wicks,SYD,Mid,MID,,
TMcCartinSYD,715,T,Tom,McCartin,SYD,KeyD,FWD,192,82
TPapleySYD,716,T,Tom,Papley,SYD,GenF,FWD,,
TPinkSYD,717,T,Toby,Pink,SYD,KeyF,FWD,194,92
WHaywardSYD,718,W,Will,Hayward,SYD,GenF,FWD,,
ZJonesSYD,719,Z,Zak,Jones,SYD,Mid,MID,,
ZFootSYD,898,Z,Zac,Foot,SYD,GenF,FWD,,
ANaughtonWBD,720,A,Aaron,Naughton,WBD,KeyF,DEF,195,89
BDaleWBD,721,B,Bailey,Dale,WBD,GenF,FWD,,
BGowersWBD,722,B,Billy,Gowers,WBD,GenF,FWD,,
BLynchWBD,723,B,Brad,Lynch,WBD,GenD,DEF,,
BWilliamsWBD,724,B,Bailey,Williams,WBD,GenD,DEF,,
BSmithWBD,931,B,Bailey,Smith,WBD,Mid,MID,,
BCavarraWBD,932,B,Ben,Cavarra,WBD,GenF,FWD,,
BKhamisWBD,933,B,Buku,Khamis,WBD,GenD,DEF,,
CDanielWBD,725,C,Caleb,Daniel,WBD,GenD,MID,,
CPorterWBD,726,C,Callum,Porter,WBD,Mid,MID,,
CSmithWBD,727,C,Clay,Smith,WBD,MF,MID,,
DMorrisWBD,728,D,Dale,Morris,WBD,GenD,DEF,,
ERichardsWBD,729,E,Ed,Richards,WBD,GenD,DEF,,
EWoodWBD,730,E,Easton,Wood,WBD,KeyD,DEF,,
FGreeneWBD,731,F,Fergus,Greene,WBD,GenF,FWD,,
FRobertsWBD,732,F,Fletcher,Roberts,WBD,KeyD,DEF,,
HCrozierWBD,733,H,Hayden,Crozier,WBD,GenD,FWD,,
JDunkleyWBD,734,J,Josh,Dunkley,WBD,Mid,FWD,,
JJohannisenWBD,735,J,Jason,Johannisen,WBD,GenD,DEF,,
JMacraeWBD,736,J,Jack,Macrae,WBD,Mid,MID,,
JRedpathWBD,737,J,Jack,Redpath,WBD,KeyF,FWD,,
JSchacheWBD,739,J,Josh,Schache,WBD,KeyF,FWD,199,94
JTrengoveWBD,740,J,Jackson,Trengove,WBD,KeyD,FWD,,
JSweetWBD,934,J,Jordon,Sweet,WBD,Ruck,RU,,
KCollinsWBD,741,K,Kieran,Collins,WBD,KeyD,DEF,,
LHunterWBD,743,L,Lachie,Hunter,WBD,Mid,MID,,
LJongWBD,744,L,Lin,Jong,WBD,Mid,MID,,
LPickenWBD,745,L,Liam,Picken,WBD,MF,MID,,
LWebbWBD,746,L,Lukas,Webb,WBD,GenD,DEF,,
LYoungWBD,747,L,Lewis,Young,WBD,KeyD,DEF,,
LYoungsWBD,935,L,Lachlan,Youngs,WBD,GenD,DEF,,
LVandermeerWBD,936,L,Laitham,Vandermeer,WBD,GenF,FWD,,
MBontempelliWBD,749,M,Marcus,Bontempelli,WBD,Mid,MID,,
MHoneychurchWBD,750,M,Mitch,Honeychurch,WBD,GenF,FWD,,
MSucklingWBD,751,M,Matthew,Suckling,WBD,GenD,DEF,,
MWallisWBD,752,M,Mitch,Wallis,WBD,Mid,MID,,
NMullenger-McHughWBD,753,N,Nathan,Mullenger-McHugh,WBD,Ruck,RU,,
PLipinskiWBD,754,P,Patrick,Lipinski,WBD,Mid,MID,,
RSmithWBD,755,R,Roarke,Smith,WBD,GenD,DEF,,
RWestWBD,937,R,Rhylee,West,WBD,Mid,MID,,
RGardnerWBD,940,R,Ryan,Gardner,WBD,KeyD,FWD,,
SLloydWBD,625,S,Sam,Lloyd,WBD,GenF,FWD,,
SBiggsWBD,756,S,Shane,Biggs,WBD,GenD,DEF,,
TDuryeaWBD,444,T,Taylor,Duryea,WBD,GenD,DEF,,
TBoydWBD,757,T,Tom,Boyd,WBD,Ruck,RU,,
TDicksonWBD,759,T,Tory,Dickson,WBD,GenF,FWD,,
TEnglishWBD,760,T,Timothy,English,WBD,Ruck,RU,,
TLiberatoreWBD,761,T,Tom,Liberatore,WBD,Mid,MID,,
TMcLeanWBD,762,T,Toby,McLean,WBD,MF,MID,,
WHayesWBD,938,W,Will,Hayes,WBD,Mid,MID,,
ZCordyWBD,763,Z,Zaine,Cordy,WBD,KeyD,DEF,,
AGaffWCE,764,A,Andrew,Gaff,WCE,Mid,MID,,
BCheeWCE,765,B,Brendon,Ah Chee,WCE,Mid,MID,,
BAinsworthWCE,766,B,Brayden,Ainsworth,WCE,Mid,MID,,
BSheppardWCE,767,B,Brad,Sheppard,WCE,GenD,DEF,,
BRiachWCE,848,B,Brodie,Riach,WCE,Mid,MID,,
BWilliamsWCE,855,B,Bailey J.,Williams,WCE,Ruck,RU,,
CEnglandWCE,768,C,Callan,England,WCE,Mid,MID,,
CMastenWCE,769,C,Chris,Masten,WCE,Mid,MID,,
DSheedWCE,770,D,Dom,Sheed,WCE,Mid,MID,,
DVenablesWCE,771,D,Daniel,Venables,WCE,MF,MID,,
EMacKenzieWCE,772,E,Eric,MacKenzie,WCE,KeyD,DEF,,
EYeoWCE,773,E,Elliot,Yeo,WCE,Mid,DEF,,
FMcInnesWCE,774,F,Fraser,McInnes,WCE,GenF,FWD,,
FWatsonWCE,775,F,Francis,Watson,WCE,GenD,DEF,,
HBrayshawWCE,776,H,Hamish,Brayshaw,WCE,Mid,MID,,
HEdwardsWCE,849,H,Harry,Edwards,WCE,Ruck,RU,,
JSmithWCE,158,J,Josh,Smith,WCE,Mid,MID,,
JBranderWCE,777,J,Jarrod,Brander,WCE,KeyF,FWD,195,90
JCrippsWCE,778,J,Jamie,Cripps,WCE,GenF,FWD,,
JDarlingWCE,779,J,Jack,Darling,WCE,KeyF,FWD,191,95
JKennedyWCE,780,J,Josh,Kennedy,WCE,KeyF,FWD,196,102
JMcGovernWCE,781,J,Jeremy,McGovern,WCE,KeyD,DEF,,
JNelsonWCE,782,J,Jackson,Nelson,WCE,GenD,DEF,,
JPetruccelleWCE,783,J,Jack,Petruccelle,WCE,GenF,MID,,
JReddenWCE,784,J,Jack,Redden,WCE,Mid,MID,,
JRothamWCE,785,J,Josh,Rotham,WCE,KeyD,DEF,,
JWatermanWCE,786,J,Jake,Waterman,WCE,KeyF,FWD,191,92
JCameronWCE,850,J,Jarrod,Cameron,WCE,MF,MID,,
KMutimerWCE,787,K,Kurt,Mutimer,WCE,Mid,MID,,
KBrooksbyWCE,851,K,Keegan,Brooksby,WCE,Ruck,RU,,
LDugganWCE,788,L,Liam,Duggan,WCE,GenD,MID,,
LJettaWCE,789,L,Lewis,Jetta,WCE,Mid,MID,,
LPartingtonWCE,790,L,Luke,Partington,WCE,Mid,MID,,
LRyanWCE,791,L,Liam,Ryan,WCE,GenF,FWD,,
LShueyWCE,792,L,Luke,Shuey,WCE,Mid,MID,,
LFoleyWCE,852,L,Luke,Foley,WCE,GenF,MID,,
MAllenWCE,793,M,Matthew,Allen,WCE,GenF,FWD,,
MHutchingsWCE,794,M,Mark,Hutchings,WCE,Mid,MID,,
MKarpanyWCE,795,M,Malcolm,Karpany,WCE,Mid,MID,,
MLeCrasWCE,796,M,Mark,LeCras,WCE,GenF,FWD,,
NNaitanuiWCE,797,N,Nic,Naitanui,WCE,Ruck,RU,,
NVardyWCE,798,N,Nathan,Vardy,WCE,Ruck,RU,,
OAllenWCE,799,O,Oscar,Allen,WCE,KeyF,FWD,192,87
PBinesWCE,853,P,Patrick,Bines,WCE,Ruck,RU,,
RBurrowsWCE,800,R,Ryan,Burrows,WCE,GenD,FWD,,
SHurnWCE,801,S,Shannon,Hurn,WCE,KeyD,DEF,,
THickeyWCE,672,T,Tom,Hickey,WCE,Ruck,RU,,
TBarrassWCE,803,T,Tom,Barrass,WCE,KeyD,DEF,,
TBayokWCE,804,T,Tarir,Bayok,WCE,Mid,MID,,
TColeWCE,805,T,Tom,Cole,WCE,GenD,DEF,,
TOlangoWCE,806,T,Tony,Olango,WCE,Ruck,RU,,
WRioliWCE,807,W,Willie,Rioli,WCE,GenF,FWD,,
WSchofieldWCE,808,W,Will,Schofield,WCE,KeyD,DEF,,
XO'NeillWCE,854,X,Xavier,O'Neill,WCE,GenF,MID,,
